GA1 ;exec   ;cout   ;
rd100.tsp   ;20.060027837753296   ;34450.98282447648   ;
rat195.tsp   ;33.990694761276245   ;16250.709136084803   ;
rat99.tsp   ;21.662418365478516   ;4916.655932879693   ;
