GA2 ;exec   ;cout   ;
rd100.tsp   ;0.6436538696289062   ;47495.74580464073   ;
rat195.tsp   ;1.1427056789398193   ;20696.513555179332   ;
rat99.tsp   ;0.6420531272888184   ;7531.466163991993   ;
